/*
PREFACE:  
Copyright 2010 Beth Randall
Date:  Thu Jan 13 15:41:28 CET 2022

command file:     verblex_present.q
output file:      verblex_present.out

Lexicon:  
*/

/*  ~A~  */
bi-cimis 1: [1 VBP] 
bi-cleopest 1: [1 VBP] 
bi-come+t 2: [2 VBP] 
bi-cum+d 1: [1 VBP] 
bi-cume+d 1: [1 VBP] 
bi-gynne 1: [1 VBP] 
bi-hald 1: [1 VBP] 
bi-hat 1: [1 VBP] 
bi-houe+d 1: [1 VBP] 
bi-houe+t 2: [2 VBP] 
bi-houis 3: [3 VBP] 
bi-hus 1: [1 VBP] 
bi-knowest 1: [1 VBP] 
bi-leue 1: [1 VBP] 
bi-murne+d 2: [2 VBP] 
bi-murnen 1: [1 VBP] 
bi-peche+d 1: [1 VBP] 
bi-que+t $bi-que+t 2: [2 VBP] 
bi-reue 1: [1 VBP] 
bi-reue+t 1: [1 VBP] 
bi-seme+d 1: [1 VBP] 
bi-sit 1: [1 VBP] 
bi-swike+d 1: [1 VBP] 
bi-tacne+d 2: [2 VBP] 
bi-tacnet 2: [2 VBP] 
bi-tide 1: [1 VBP] 
bi-wepe+d 1: [1 VBP] 
bi-winne+d 1: [1 VBP] 
bi-witen 1: [1 VBP] 
biblo+dgi 1: [1 VBP] 
bicharen 1: [1 VBP] 
bichearre+d 1: [1 VBP] 
bicher+d 2: [2 VBP] 
bicherre+d 1: [1 VBP] 
biclepie+d 1: [1 VBP] 
bicluppe 1: [1 VBP] 
bicluppe+d 2: [2 VBP] 
bicome+t 2: [2 VBP] 
bicume 1: [1 VBP] 
bicume+d 6: [6 VBP] 
bicumet 1: [1 VBP] 
bicwe+de 1: [1 VBP] 
bid 13: [11 VBP] [2 BEP] 
bid+ded 1: [1 VBP] 
bidda+d 2: [2 VBP] 
bidde Bidde 46: [46 VBP] 
bidde+d 5: [5 VBP] 
bidde+t 32: [32 VBP] 
bidde+t+t 3: [3 VBP] 
bidded 1: [1 VBP] 
bidden 18: [18 VBP] 
biddenn 1: [1 VBP] 
biddesst 3: [3 VBP] 
biddest 4: [4 VBP] 
biddeste 1: [1 VBP] 
biddeth 2: [2 VBP] 
biddi+t 2: [2 VBP] 
biddis 3: [3 VBP] 
biddith 3: [3 VBP] 
biddu+t 8: [8 VBP] 
biddyth 1: [1 VBP] 
bide 3: [3 VBP] 
bide+d 2: [2 VBP] 
bide+t+t 1: [1 VBP] 
bides 1: [1 VBP] 
bidest 1: [1 VBP] 
bidis 25: [25 VBP] 
bido+d 1: [1 VBP] 
bie Bie 77: [77 BEP] 
bie+d 103: [102 BEP] [1 VBP] 
bie+t 13: [13 BEP] 
bied 1: [1 BEP] 
biedh 1: [1 BEP] 
bien 25: [25 BEP] 
biest 1: [1 BEP] 
biete 2: [2 VBP] 
$biete+d 1: [1 VBP] 
bieth 2: [2 BEP] 
bifalle 2: [2 VBP] 
bifalle+t 1: [1 VBP] 
bifalleth 1: [1 VBP] 
bifallith 4: [4 VBP] 
bifele+d 1: [1 VBP] 
bifongen 1: [1 VBP] 
bifore 2: [2 VBP21] 
biga+d 1: [1 VBP] 
bigale+d 1: [1 VBP] 
bigeme+d 1: [1 VBP] 
bigete 1: [1 VBP] 
bigge+d 2: [2 VBP] 
bigge+t 1: [1 VBP] 
biggen 1: [1 VBP] 
biggenn 1: [1 VBP] 
bigile+d 1: [1 VBP] 
$bigilest 1: [1 VBP] 
bigine+d 2: [2 VBP] 
biginne 4: [4 VBP] 
biginne+d 13: [13 VBP] 
biginne+t BIGINNE+T 6: [6 VBP] 
biginne+t+t 1: [1 VBP] 
biginned 2: [2 VBP] 
biginnen 4: [4 VBP] 
biginnest 1: [1 VBP] 
biginneth 1: [1 VBP] 
biginni+t BIGINNI+T 19: [19 VBP] 
biginny+t BIGINNY+T 3: [3 VBP] 
bigrede+d 1: [1 VBP] 
bigunnen 1: [1 VBP] 
bigurt 1: [1 VBP] 
bigynne 5: [5 VBP] 
bigynne+t 7: [7 VBP] 
bigynneth BIGYNNETH 9: [9 VBP] 
bigynni+t BIGYNNI+T 3: [3 VBP] 
bigynny+t BIGYNNY+T 2: [2 VBP] 
bih+d 1: [1 VBP] 
biha+ge+d 1: [1 VBP] 
bihalde 3: [3 VBP] 
bihalde+d 3: [3 VBP] 
bihaldest 3: [3 VBP] 
bihalt 13: [13 VBP] 
bihat 9: [9 VBP] 
bihate 3: [3 VBP] 
biheeten 1: [1 VBP] 
biheetith 1: [1 VBP] 
bihet 3: [3 VBP] 
biheteth 1: [1 VBP] 
bihetith 1: [1 VBP] 
biheue+t 1: [1 VBP] 
bihofe+t+t 1: [1 VBP] 
biholde 1: [1 VBP] 
biholde+t 1: [1 VBP] 
biholden 1: [1 VBP] 
bihoolde 1: [1 VBP] 
bihooldith 1: [1 VBP] 
bihooteth 1: [1 VBP] 
bihooveth 1: [1 VBP] 
bihote 1: [1 VBP] 
bihote+d 3: [3 VBP] 
bihoten 1: [1 VBP] 
bihoua+d 1: [1 VBP] 
bihoue+d 14: [14 VBP] 
bihoue+t 10: [10 VBP] 
bihoued 1: [1 VBP] 
bihoueth 8: [8 VBP] 
bihoven 1: [1 VBP] 
bihoveth 9: [9 VBP] 
bihude 1: [1 VBP] 
bihut 1: [1 VBP] 
bikime+d 2: [2 VBP] 
biknoweth 2: [2 VBP] 
bil+af 1: [1 VBP] 
bileeve 1: [1 VBP] 
bileeven 1: [1 VBP] 
bilef 1: [1 VBP] 
bilef+d 1: [1 VBP] 
bileue 12: [12 VBP] 
bileue+d 11: [11 VBP] 
bileue+t 1: [1 VBP] 
bileued 2: [2 VBP] 
bileueden 1: [1 VBP] 
bileuen 12: [12 VBP] 
bileuest Bileuest 5: [5 VBP] 
bileueth 13: [13 VBP] 
bileuyth 1: [1 VBP] 
bilien 1: [1 VBP] 
bilige 2: [2 VBP] 
biligge+d 1: [1 VBP] 
bilime+d 1: [1 VBP] 
bilimie+d 1: [1 VBP] 
bilimmpe+t+t Bilimmpe+t+t 6: [6 VBP] 
bilimpe+d 6: [6 VBP] 
biliue+d 1: [1 VBP] 
biloke+d 1: [1 VBP] 
bilongen 1: [1 VBP] 
biluke+d 1: [1 VBP] 
bilumpen 1: [1 VBP] 
biluue+d 2: [2 VBP] 
bimene+d 1: [1 VBP] 
bimurne 3: [3 VBP] 
bimurne+d 11: [11 VBP] 
bimurnen 1: [1 VBP] 
bin 1: [1 BEP] 
binde+d 6: [6 VBP] 
binde+t 1: [1 VBP] 
bindest 2: [2 VBP] 
bineome 2: [2 VBP] 
bineome+d 1: [1 VBP] 
binim+d 1: [1 VBP] 
binime+d 15: [15 VBP] 
binimed 1: [1 VBP] 
bint 4: [4 VBP] 
binymeth 1: [1 VBP] 
bipeche+d 2: [2 VBP] 
bique+de 1: [1 VBP] 
birde 1: [1 VBP] 
bireowse+d 1: [1 VBP] 
bireue+d 1: [1 VBP] 
bireusia+d 1: [1 VBP] 
bireven 2: [2 VBP] 
bireveth 7: [7 VBP] 
birge+d 1: [1 VBP] 
birisa+d 1: [1 VBP] 
birise+d 2: [2 VBP] 
birlith 1: [1 VBP] 
birne+d 1: [1 VBP] 
birr+t Birr+t 278: [278 VBP] 
birr+te 1: [1 VBP] 
birs 1: [1 VBP] 
bisai+d 1: [1 VBP] 
bisawe+d 1: [1 VBP] 
biscildest 1: [1 VBP] 
bise 1: [1 VBP] 
bisec+d 1: [1 VBP] 
bisece+d 1: [1 VBP] 
biseche 13: [13 VBP] 
biseche+d 10: [10 VBP] 
bisechen 5: [5 VBP] 
bisecheth 1: [1 VBP] 
bisecho+d 1: [1 VBP] 
bisei+d 2: [2 VBP] 
biseke 3: [3 VBP] 
biseke+d 1: [1 VBP] 
biseme+t 1: [1 VBP] 
bisemere+t 1: [1 VBP] 
bisenche+d 1: [1 VBP] 
biset 1: [1 VBP] 
bisett 1: [1 VBP] 
bisette+d 1: [1 VBP] 
bisheche+d 1: [1 VBP] 
bishechen 1: [1 VBP] 
bisi+d 2: [2 VBP] 
bisiche+d 1: [1 VBP] 
bisien 1: [1 VBP] 
bisieth 1: [1 VBP] 
bisinke+d 1: [1 VBP] 
$bispote+d 1: [1 VBP] 
bisulie+d 1: [1 VBP] 
biswike 1: [1 VBP] 
biswike+d 2: [2 VBP] 
biswikesst 1: [1 VBP] 
biswinke 1: [1 VBP] 
bit 35: [35 VBP] 
bit+ache 1: [1 VBP] 
bitachne+d 5: [5 VBP] 
bitacne+d 28: [28 VBP] 
bitacne+t+t Bitacne+t+t 38: [38 VBP] 
bitacnenn 1: [1 VBP] 
bitacnet 1: [1 VBP] 
bitacni 1: [1 VBP] 
bitacni+d 1: [1 VBP] 
bitake 2: [2 VBP] 
bitakene+d 1: [1 VBP] 
bitakins 4: [4 VBP] 
bitakith 2: [2 VBP] 
bitakne+d 2: [2 VBP] 
bite 2: [2 VBP] 
bite+d 1: [1 VBP] 
bite+t 1: [1 VBP] 
biteache 1: [1 VBP] 
bitechest 1: [1 VBP] 
bithenke 1: [1 VBP] 
bithynketh 1: [1 VBP] 
bitime+d 1: [1 VBP] 
bitimis 1: [1 VBP] 
bitockne+t 1: [1 VBP] 
bitockned 1: [1 VBP] 
bitocne+d 37: [37 VBP] 
bitokene+t 3: [3 VBP] 
bitokenes 1: [1 VBP] 
bitokeneth 1: [1 VBP] 
bitokned 1: [1 VBP] 
bitokneth 1: [1 VBP] 
bitraysen 1: [1 VBP] 
bitt 10: [10 VBP] 
bitteret 1: [1 VBP] 
bityden 1: [1 VBP] 
bitydeth 1: [1 VBP] 
biual+t 1: [1 VBP] 
biualle+d 1: [1 VBP] 
biwalt 1: [1 VBP] 
biwent 1: [1 VBP] 
biwepe 1: [1 VBP] 
biwepe+d 1: [1 VBP] 
biwinde+d 1: [1 VBP] 
biwinne+d 2: [2 VBP] 
biwit 1: [1 VBP] 
biwite+d 4: [4 VBP] 
biwrenche 1: [1 VBP] 
biwreyest 1: [1 VBP] 
bl+ate+t+t 2: [2 VBP] 
bl+atenn 2: [2 VBP] 
blame 6: [6 VBP] 
blame+d 3: [3 VBP] 
blame+t 4: [4 VBP] 
blamen 3: [3 VBP] 
blames 1: [1 VBP] 
blameth 1: [1 VBP] 
blamith 1: [1 VBP] 
blamye+t 1: [1 VBP] 
blandise 1: [1 VBP] 
blasfeme+t 2: [2 VBP] 
blasfemen 1: [1 VBP] 
blasfemest 1: [1 VBP] 
blasfemy+t 1: [1 VBP] 
blasfemyn 1: [1 VBP] 
blasie 3: [3 VBP] 
blau+t 2: [2 VBP] 
blawe 1: [1 VBP] 
blawe+d 7: [7 VBP] 
blawe+t 1: [1 VBP] 
blawes 1: [1 VBP] 
bleche+t 2: [2 VBP] 
blede 4: [4 VBP] 
bledscin 1: [1 VBP] 
bledu+t 1: [1 VBP] 
bledyth 1: [1 VBP] 
blef+t 4: [4 VBP] 
blefte 1: [1 VBP] 
blende+t 2: [2 VBP] 
blende+t+t 1: [1 VBP] 
blendi+t 1: [1 VBP] 
blendith 1: [1 VBP] 
blendy+t 1: [1 VBP] 
blennse+t+t 1: [1 VBP] 
blent 3: [3 VBP] 
blesce+d 1: [1 VBP] 
blescen 1: [1 VBP] 
blesci 7: [7 VBP] 
blessen 1: [1 VBP] 
blessu+t 1: [1 VBP] 
blessyth 2: [2 VBP] 
blettcenn 1: [1 VBP] 
bleue 2: [2 VBP] 
blinde+d 1: [1 VBP] 
blint 1: [1 VBP21] 
blisce 5: [5 VBP] 
blisse 2: [2 VBP] 
blisse+d 5: [5 VBP] 
blissen 1: [1 VBP] 
blissi 1: [1 VBP] 
blissi+d 2: [2 VBP] 
blissian 1: [1 VBP] 
blissie 1: [1 VBP] 
blomenn 1: [1 VBP] 
blouwe 1: [1 VBP] 
blouwen 1: [1 VBP] 
blowe+d 1: [1 VBP] 
blowen 1: [1 VBP] 
bloweth 3: [3 VBP] 
blynde 1: [1 VBP] 
blyndes 1: [1 VBP] 
blyndeth 1: [1 VBP] 
blyndis 1: [1 VBP] 
blynnes 3: [3 VBP] 
blysse 1: [1 VBP] 
bo 1: [1 BEP] 
bo+d 19: [19 BEP] 
bo+gen 1: [1 VBP] 
bo+te 1: [1 BEP] 
bod 1: [1 BEP] 
bode+d 1: [1 VBP] 
bode+t 1: [1 VBP] 
bodie 1: [1 VBP] 
bodie+d 1: [1 VBP] 
bole+ge+d 1: [1 VBP] 
bon 1: [1 BEP] 
bond 1: [1 VBP] 
bone 1: [1 VBP] 
bor+ge+t 1: [1 VBP] 
bore+t 1: [1 VBP] 
borien 1: [1 VBP] 
borowe+t 1: [1 VBP] 
bosteth 1: [1 VBP] 
bot 1: [1 VBP] 
botne+d 1: [1 VBP] 
bou+g+t 1: [1 VBP] 
bou+ge 2: [2 VBP] 
bourdedest 1: [1 VBP] 
boute+t 1: [1 VBP] 
bow+te 1: [1 VBP] 
bowe 1: [1 VBP] 
bowe+t 1: [1 VBP] 
bowen 1: [1 VBP] 
boweth 1: [1 VBP] 
boyleth 1: [1 VBP] 
brak 1: [1 VBP] 
bre+tes 1: [1 VBP] 
brec+d 1: [1 VBP] 
brec+t 4: [4 VBP] 
bred 3: [3 VBP] 
brede+d 2: [2 VBP] 
breden 1: [1 VBP] 
bree 1: [1 VBP] 
breeken 1: [1 VBP] 
breide+d 2: [1 VBP22] [1 VBP] 
breit 1: [1 VBP] 
brek+d 1: [1 VBP] 
brek+t 5: [5 VBP] 
breke Breke 13: [13 VBP] 
$breke+d breke+d 14: [13 VBP] [1 VBP22] 
breke+t 1: [1 VBP] 
breken 11: [11 VBP] 
brekes 2: [2 VBP] 
brekesst 1: [1 VBP] 
brekest 2: [2 VBP] 
breketh 3: [3 VBP] 
breki+t 2: [2 VBP] 
brekis 2: [2 VBP] 
brekith 3: [3 VBP] 
brekst 1: [1 VBP] 
brekyn 1: [1 VBP] 
brekyst 1: [1 VBP] 
$breng+t 1: [1 VBP] 
brenge+t 5: [5 VBP] 
brenk+t 1: [1 VBP] 
brenne 6: [6 VBP] 
brenne+t 1: [1 VBP] 
brenne+te 1: [1 VBP] 
brennen 5: [5 VBP] 
brenneth 4: [4 VBP] 
brennyth 1: [1 VBP] 
breoke 1: [1 VBP] 
brese+t 1: [1 VBP] 
bresti+t 2: [2 VBP] 
bret 1: [1 VBP] 
brethith 1: [1 VBP] 
brichte+d 3: [3 VBP] 
bridle+d 2: [2 VBP] 
brin 1: [1 VBP] 
brin+d 2: [2 VBP] 
bring 2: [2 VBP] 
bring+d 2: [2 VBP] 
bring+t $bring+t 4: [4 VBP] 
bringe 8: [8 VBP] 
bringe+d $bringe+d 24: [24 VBP] 
bringe+t 1: [1 VBP] 
bringen 7: [7 VBP] 
bringes 1: [1 VBP] 
bringest 2: [2 VBP] 
bringge+d 1: [1 VBP] 
bringith 4: [4 VBP] 
brinkg+d 1: [1 VBP] 
brinnge+t 1: [1 VBP] 
brinnge+t+t 1: [1 VBP] 
brinngenn 1: [1 VBP] 
brise+d 1: [1 VBP] 
broght 1: [1 VBP] 
bruke+d 2: [2 VBP] 
bruken 1: [1 VBP] 
brukenn 2: [2 VBP] 
brukest 1: [1 VBP] 
bryng $bryng 22: [22 VBP] 
brynge 19: [19 VBP] 
brynge+t 1: [1 VBP] 
bryngen 11: [11 VBP] 
brynges 5: [5 VBP] 
bryngeth 1: [1 VBP] 
bryngi+t 1: [1 VBP] 
bryngith 2: [2 VBP] 
bryngon 3: [3 VBP] 
bryngs 1: [1 VBP] 
bryngu+t 8: [8 VBP] 
bryngy+te 1: [1 VBP] 
bryngyth 3: [3 VBP] 
brynkt 1: [1 VBP] 
$bu+d bu+d 11: [6 VBP] [5 BEP] 
bu+ge 1: [1 VBP] 
bu+ge+d 2: [2 VBP] 
bu+ghesst 1: [1 VBP] 
bu+t 7: [7 BEP] 
bu+te 1: [1 BEP] 
bude 2: [2 VBP] 
buest 1: [1 VBP] 
buge 1: [1 VBP] 
buge+d 1: [1 VBP] 
bugen 1: [1 VBP] 
bugge+d 3: [3 VBP] 
buggen 2: [2 VBP] 
buhe 1: [1 VBP] 
buhe+d 5: [5 VBP] 
buhed 1: [1 VBP] 
bule+d 1: [1 VBP] 
bulte+d 1: [1 VBP] 
bur+d 1: [1 VBP22] 
burbelyt 1: [1 VBP] 
bure+ge 1: [1 VBP] 
bure+gen 1: [1 VBP] 
bure+gest 1: [1 VBP] 
burgeneth 1: [1 VBP] 
buriest 1: [1 VBP] 
burieth 2: [2 VBP] 
burione+t 1: [1 VBP] 
buryen 1: [1 VBP] 
bus 1: [1 VBP] 
bussie+t 1: [1 VBP] 
bussye 1: [1 VBP] 
bussyen 1: [1 VBP] 
buste+d 1: [1 VBP] 
busyu+t 1: [1 VBP] 
buth 1: [1 BEP] 
buwe+d 5: [5 VBP] 
by 142: [142 BEP] 
by+d 31: [31 BEP] 
by+gen 1: [1 VBP] 
$by+genkest 1: [1 VBP] 
by+t 4: [4 BEP] 
by-come+t 1: [1 VBP] 
by-ginne 1: [1 VBP] 
by-gyle 1: [1 VBP] 
by-gynne 1: [1 VBP] 
by-haldes 2: [2 VBP] 
by-houes 3: [3 VBP] 
by-houis 1: [1 VBP] 
by-houys 2: [2 VBP] 
by-ual+t 1: [1 VBP] 
byat 1: [1 VBP] 
byclippeth 1: [1 VBP] 
bycome+t 1: [1 VBP] 
byd 9: [9 VBP] 
bydde 7: [7 VBP] 
bydde+t 12: [12 VBP] 
bydde+te 1: [1 VBP] 
byddes 6: [6 VBP] 
byddeth 1: [1 VBP] 
byddi+t 6: [6 VBP] 
byddis 1: [1 VBP] 
byddith 2: [2 VBP] 
byddon 1: [1 VBP] 
byddu+t 5: [5 VBP] 
byddu+te 1: [1 VBP] 
byddy+te 3: [3 VBP] 
byddys 2: [2 VBP] 
byddyth 4: [4 VBP] 
bye+t 405: [405 BEP] 
byen 1: [1 VBP] 
byet 1: [1 BEP] 
byeth 3: [2 BEP] [1 VBP] 
byginni+t 1: [1 VBP] 
bygyle 1: [1 VBP] 
bygylen 1: [1 VBP] 
bygyn 1: [1 VBP] 
bygyn+t 1: [1 VBP] 
bygynne 1: [1 VBP] 
bygynne+t 4: [4 VBP] 
bygynnen 2: [2 VBP] 
bygynnes 1: [1 VBP] 
bygynneth 4: [4 VBP] 
bygynni+t 1: [1 VBP] 
bygynnith 1: [1 VBP] 
bygynnyth 4: [4 VBP] 
byheeten 1: [1 VBP] 
byhetu+t 1: [1 VBP] 
byholde 1: [1 VBP] 
byholdeth 1: [1 VBP] 
byholdu+t 1: [1 VBP] 
byhoot 1: [1 VBP] 
byhote+t 3: [3 VBP] 
byhoue+t 2: [2 VBP] 
byhoues 3: [3 VBP] 
byhouys 1: [1 VBP] 
byhoveth 1: [1 VBP] 
byklippe+t 1: [1 VBP] 
bylde 2: [2 VBP] 
bylef+t 1: [1 VBP] 
byleue 2: [2 VBP] 
byleuen 3: [3 VBP] 
byleueth 1: [1 VBP] 
byleven 1: [1 VBP] 
byn 40: [40 BEP] 
bynde 2: [2 VBP] 
bynde+d 1: [1 VBP] 
bynde+t 3: [3 VBP] 
bynden 5: [5 VBP] 
byndi+t 2: [2 VBP] 
byndis 2: [2 VBP] 
byneme+t 2: [2 VBP] 
bynomen 1: [1 VBP] 
bynt 4: [4 VBP] 
bynyme+t 1: [1 VBP] 
bynymeth 6: [6 VBP] 
byrnes 2: [2 VBP] 
byseche 1: [1 VBP] 
bysetten 1: [1 VBP] 
byssy 1: [1 VBP] 
bysyu+te 1: [1 VBP] 
byt 5: [5 VBP] 
bytake 1: [1 VBP] 
bytakins 1: [1 VBP] 
byte 1: [1 VBP] 
byte+t 2: [2 VBP] 
byten 2: [2 VBP] 
byth 2: [2 BEP] 
bythe 1: [1 BEP] 
bytokene+te 2: [2 VBP] 
bytokeneth 1: [1 VBP] 
bytokeny+t 1: [1 VBP] 
bytokeny+te 7: [7 VBP] 
bytokenyth 5: [5 VBP] 
bytokne 1: [1 VBP] 
bytokne+t 17: [17 VBP] 
bytokne+te 1: [1 VBP] 
bytoknen 8: [8 VBP] 
bytokneth 4: [4 VBP] 
bytokny+t 1: [1 VBP] 
bytookne 1: [1 VBP] 
bytookne+t 10: [10 VBP] 
bytooknen 2: [2 VBP] 
/*  ~C~  */
calculen 1: [1 VBP] 
cale 2: [2 VBP] 
call 1: [1 VBP] 
calle 9: [9 VBP] 
calle+t 8: [8 VBP] 
calle+te 1: [1 VBP] 
callen 13: [13 VBP] 
calles 7: [7 VBP] 
calleste 1: [1 VBP] 
calleth 3: [3 VBP] 
callis 1: [1 VBP] 
callne 1: [1 VBP] 
cally+te 1: [1 VBP] 
callyth 3: [3 VBP] 
camen 1: [1 VBP] 
can Can 25: [25 VBP] 
cann 9: [9 VBP] 
cannst 1: [1 VBP] 
canst 3: [3 VBP] 
carca+d 1: [1 VBP] 
care 2: [2 VBP] 
caryen 1: [1 VBP] 
cast Cast 2: [2 VBP] 
caste 13: [13 VBP] 
caste+d 1: [1 VBP] 
caste+t 5: [5 VBP] 
casten 6: [6 VBP] 
castes 1: [1 VBP] 
casteth 9: [9 VBP] 
casty+te 2: [2 VBP] 
castys 2: [2 VBP] 
catcheth 1: [1 VBP] 
cause 1: [1 VBP] 
causen 1: [1 VBP] 
causeth 4: [4 VBP] 
causu+t 1: [1 VBP] 
ceses 1: [1 VBP] 
ceseth 1: [1 VBP] 
cesse 3: [3 VBP] 
cesses 1: [1 VBP] 
cesseth 1: [1 VBP] 
cesu+t 1: [1 VBP] 
chacen 1: [1 VBP] 
chaces 2: [2 VBP] 
chaceth 1: [1 VBP] 
chafle+d 1: [1 VBP] 
chalanghe+t 2: [2 VBP] 
chalanghen 1: [1 VBP] 
chalenge 3: [3 VBP] 
$chalenge+t 1: [1 VBP] 
chalengest 1: [1 VBP] 
change 2: [2 VBP] 
chape 1: [1 VBP] 
charch 2: [2 VBP] 
charche 1: [1 VBP] 
charge 5: [5 VBP] 
charge+t 4: [4 VBP] 
chargen 2: [2 VBP] 
charges 1: [1 VBP] 
chargeth 1: [1 VBP] 
chargyth 1: [1 VBP] 
chasith 1: [1 VBP] 
chast 1: [1 VBP] 
chaste 1: [1 VBP] 
chaste+t 6: [6 VBP] 
chasti 1: [1 VBP] 
chasti+d 1: [1 VBP] 
chastie+d 1: [1 VBP] 
chastie+t 1: [1 VBP] 
chastise 1: [1 VBP] 
chastiseth 1: [1 VBP] 
chastisu+t 1: [1 VBP] 
chaunge 1: [1 VBP] 
chaunge+t 2: [2 VBP] 
chaungen 5: [5 VBP] 
chaungeth CHAUNGETH 8: [8 VBP] 
cheafli+d 1: [1 VBP] 
cheangi+d 1: [1 VBP] 
cheape+d $cheape+d 2: [2 VBP] 
chearren 1: [1 VBP] 
chees 1: [1 VBP] 
cheesun 1: [1 VBP] 
cheope+d 1: [1 VBP] 
cheose 2: [2 VBP] 
cheose+d 2: [2 VBP] 
cheowe+d 3: [3 VBP] 
cheowest 1: [1 VBP] 
cheowi+d 1: [1 VBP22] 
cherischen 1: [1 VBP] 
cherisshith 1: [1 VBP] 
cherrat 1: [1 VBP] 
cherre+d 1: [1 VBP] 
cherysshe 1: [1 VBP] 
chese 3: [3 VBP] 
chesen 3: [3 VBP] 
chesesst 1: [1 VBP] 
cheseth 1: [1 VBP] 
chesi+t 1: [1 VBP] 
chesis 2: [2 VBP] 
chesith 1: [1 VBP] 
chesu+t 3: [3 VBP] 
chesun 1: [1 VBP] 
chesuth 1: [1 VBP] 
chewen 1: [1 VBP] 
chewwe+t+t 2: [2 VBP] 
chide 1: [1 VBP] 
chide+d 2: [2 VBP] 
chiden 1: [1 VBP] 
chideth 2: [2 VBP] 
chiese+t 1: [1 VBP] 
chine+d 2: [2 VBP] 
chirme+d 1: [1 VBP] 
chit 2: [2 VBP] 
chitere+d 1: [1 VBP] 
choke 1: [1 VBP] 
chonge+t 2: [2 VBP] 
chulle 2: [2 VBP] 
chyden 1: [1 VBP] 
ci+d 1: [1 VBP] 
cla+te+d 1: [1 VBP] 
clanse 1: [1 VBP] 
clansi+d 1: [1 VBP] 
clansu+t 1: [1 VBP] 
clappeth 1: [1 VBP] 
clarifies 2: [2 VBP] 
clater 1: [1 VBP] 
clatereth 1: [1 VBP] 
clayme 1: [1 VBP] 
cle+te+t 1: [1 VBP] 
clennse+t+t Clennse+t+t 5: [5 VBP] 
clense+d 6: [6 VBP] 
clense+g 1: [1 VBP] 
clense+t 3: [3 VBP] 
clensen 1: [1 VBP] 
clenses 5: [5 VBP] 
clenseth 3: [3 VBP] 
clensi+t 1: [1 VBP] 
clensy 1: [1 VBP] 
clenze+t 4: [4 VBP] 
cleopa+d 1: [1 VBP] 
cleope 1: [1 VBP] 
cleope+d $cleope+d 30: [30 VBP] 
cleopest 1: [1 VBP] 
cleopia+d 2: [2 VBP] 
cleopie 4: [3 VBP] [1 VBP22] 
cleopie+d 5: [5 VBP] 
cleopien 1: [1 VBP] 
clepe 44: [44 VBP] 
clepe+d 11: [11 VBP] 
clepe+t 33: [33 VBP] 
clepen 110: [110 VBP] 
clepest 3: [3 VBP] 
clepeth 11: [11 VBP] 
clepi+ge 2: [2 VBP] 
clepi+t 4: [4 VBP] 
clepia+d 1: [1 VBP] 
$clepie clepie 5: [5 VBP] 
clepie+d 3: [3 VBP] 
clepie+t 9: [9 VBP] 
clepiedh 1: [1 VBP] 
clepist 1: [1 VBP] 
clepith 8: [8 VBP] 
clepiy+t 1: [1 VBP] 
clepon 8: [8 VBP] 
clepu+t 7: [7 VBP] 
clepust 1: [1 VBP] 
cleputh 1: [1 VBP] 
clepy+t 1: [1 VBP] 
cleri+t 1: [1 VBP] 
clethes 2: [2 VBP] 
cleue+d 1: [1 VBP] 
cleue+t 2: [2 VBP] 
cleueth 1: [1 VBP] 
cleuyst 1: [1 VBP] 
cleuyth 1: [1 VBP] 
cleve+t 1: [1 VBP] 
cleven 1: [1 VBP] 
cleyme 3: [3 VBP] 
cleymeth 1: [1 VBP] 
climbe+d 2: [2 VBP] 
climben 1: [1 VBP] 
clippe+t+t 1: [1 VBP] 
clo+te+t 1: [1 VBP] 
clo+ti+t 1: [1 VBP] 
clo+tu+t 2: [2 VBP] 
close 1: [1 VBP] 
close+t 1: [1 VBP] 
closeth 1: [1 VBP] 
closy+te 1: [1 VBP] 
closyth 1: [1 VBP] 
clotheth 1: [1 VBP] 
clothyn 1: [1 VBP] 
clupe 2: [2 VBP] 
cluppe+d 1: [1 VBP] 
cluppen 1: [1 VBP] 
cluti 1: [1 VBP] 
clymbeth 1: [1 VBP] 
clymbith 1: [1 VBP] 
clymme 1: [1 VBP] 
clyven 1: [1 VBP] 
clyveth 1: [1 VBP] 
cnawe 5: [5 VBP] 
cnawe+d 8: [8 VBP] 
cnawe+t+t 1: [1 VBP] 
cnawen 1: [1 VBP] 
cnawesst 1: [1 VBP] 
cnawest 3: [3 VBP] 
cnawlechi+d 1: [1 VBP] 
cnedesst 2: [2 VBP] 
cneli+d 1: [1 VBP] 
cneoli 1: [1 VBP] 
cneule+d 1: [1 VBP] 
cnewlest 1: [1 VBP] 
cnowe+d 3: [3 VBP] 
coarte 1: [1 VBP] 
coloure+t 1: [1 VBP] 
com Com 43: [43 VBP] 
com+t 58: [58 VBP] 
com-forte+t 1: [1 VBP] 
com-mande 1: [1 VBP] 
comande 1: [1 VBP] 
comanden 1: [1 VBP] 
comandest 1: [1 VBP] 
comandeth 3: [3 VBP] 
comanwnde+t 1: [1 VBP] 
comaundest 2: [2 VBP] 
comaundeth 2: [2 VBP] 
comaundith 10: [10 VBP] 
comaundyth 1: [1 VBP] 
comawnd 1: [1 VBP] 
comawnde 1: [1 VBP] 
comawnde+t 1: [1 VBP] 
comawndyst 1: [1 VBP] 
come Come 99: [99 VBP] 
come+d 6: [6 VBP] 
