Text_name;sentence;TAM;Origin;Word_length;Transitivity
CMCTPARS-M3;308.C1.829;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;308.C1.830;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;308.C1.831;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;308.C1.832;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;308.C1.832;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;308.C1.832;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;308.C1.833;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;308.C1.835;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;308.C1.836;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;308.C1.836;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;308.C2.838;%spl_present;%germanic;2%;%transitive
CMCTPARS-M3;308.C2.839;%spl_present;%romance;2%;%prep_intransitive
CMCTPARS-M3;308.C2.839;%spl_present;%romance;2%;%prep_intransitive
CMCTPARS-M3;308.C2.840;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;308.C2.841;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;308.C2.842;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;308.C2.845;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;308.C2.846;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;308.C2.846;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;308.C2.846;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;308.C2.846;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;308.C2.847;%spl_present;%blended;1%;%prep_intransitive
CMCTPARS-M3;308.C2.847;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;308.C2.848;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;308.C2.849;%spl_present;%romance;3%;%prep_intransitive
CMCTPARS-M3;308.C2.849;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;308.C2.849;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;308.C2.851;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;308.C2.852;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;308.C2.853;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;308.C2.855;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;308.C2.855;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;308.C2.856;%spl_present;%romance;2%;%intransitive
CMCTPARS-M3;308.C2.858;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;308.C2.859;%spl_present;%germanic;2%;%transitive
CMCTPARS-M3;309.C1.860;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C1.860;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C1.861;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C1.862;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C1.862;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C1.863;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C1.863;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;309.C1.866;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C1.867;%spl_present;%germanic;2%;%prep_intransitive
CMCTPARS-M3;309.C1.870;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C1.870;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C1.871;%spl_present;%romance;2%;%intransitive
CMCTPARS-M3;309.C1.872;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C1.873;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C1.874;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C1.875;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C1.876;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C1.877;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C1.877;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C1.878;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;309.C1.879;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C1.880;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C1.880;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;309.C1.882;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C1.882;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C1.883;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C1.885;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C2.886;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C2.887;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C2.888;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C2.888;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C2.889;%spl_present;%germanic;%1half;%transitive
CMCTPARS-M3;309.C2.889;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C2.890;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C2.891;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C2.893;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C2.893;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C2.894;%spl_present;%romance;2%;%intransitive
CMCTPARS-M3;309.C2.895;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C2.895;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C2.895;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C2.895;%spl_present;%germanic;2%;%transitive
CMCTPARS-M3;309.C2.896;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C2.896;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C2.897;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C2.899;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;309.C2.900;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C2.904;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C2.904;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C2.905;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;309.C2.905;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C2.906;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;309.C2.907;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;309.C2.907;%spl_present;%romance;2%;%prep_intransitive
CMCTPARS-M3;309.C2.908;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;309.C2.908;%spl_present;%romance;2%;%prep_intransitive
CMCTPARS-M3;309.C2.909;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;309.C2.909;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;309.C2.909;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;310.C1.913;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C1.913;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;310.C1.913;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C1.913;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;310.C1.915;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C1.916;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C1.917;%spl_present;%romance;2%;%prep_intransitive
CMCTPARS-M3;310.C1.917;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C1.918;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;310.C1.919;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C1.920;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;310.C1.921;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C1.921;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C1.921;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;310.C1.922;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C1.923;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;310.C1.924;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;310.C1.925;%spl_present;%romance;3%;%transitive
CMCTPARS-M3;310.C1.928;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;310.C1.931;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;310.C1.932;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;310.C1.935;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;310.C2.937;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;310.C2.937;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C2.937;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;310.C2.941;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;310.C2.941;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;310.C2.944;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;310.C2.950;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;310.C2.950;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;310.C2.951;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;310.C2.951;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C2.952;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;310.C2.958;%spl_present;%romance;%1half;%transitive
CMCTPARS-M3;310.C2.959;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;310.C2.960;%spl_present;%germanic;%1half;%transitive
CMCTPARS-M3;310.C2.960;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C2.960;%spl_present;%germanic;2%;%transitive
CMCTPARS-M3;310.C2.961;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C2.962;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;310.C2.963;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.964;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.964;%spl_present;%germanic;2%;%transitive
CMCTPARS-M3;311.C1.965;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.966;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.966;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.967;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.968;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;311.C1.969;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.970;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.971;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.972;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.974;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.975;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.977;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C1.977;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C1.977;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;311.C1.979;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;311.C1.979;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;311.C1.979;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.980;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C1.981;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C1.982;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.982;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C1.983;%spl_present;%romance;1%;%transitive
CMCTPARS-M3;311.C1.983;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C2.984;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C2.985;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;311.C2.986;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;311.C2.987;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C2.988;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C2.989;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;311.C2.989;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C2.990;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C2.990;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C2.990;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;311.C2.990;%spl_present;%romance;3%;%transitive
CMCTPARS-M3;311.C2.990;%spl_present;%romance;3%;%prep_intransitive
CMCTPARS-M3;311.C2.991;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C2.992;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;311.C2.993;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C2.993;%spl_present;%romance;2%;%intransitive
CMCTPARS-M3;311.C2.994;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C2.995;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;311.C2.996;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;311.C2.997;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;311.C2.999;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C1.1001;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C1.1002;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C1.1004;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C1.1004;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C1.1004;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;312.C1.1005;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C1.1006;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C1.1007;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C1.1007;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C1.1010;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C1.1011;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C1.1011;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C1.1012;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C1.1012;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C1.1015;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C1.1015;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C1.1016;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C1.1016;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C1.1018;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C1.1020;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C1.1021;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C1.1022;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C1.1023;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C1.1023;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C1.1023;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C1.1024;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C1.1025;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C2.1026;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C2.1028;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C2.1029;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C2.1029;%spl_present;%germanic;2%;%transitive
CMCTPARS-M3;312.C2.1029;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C2.1029;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C2.1030;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C2.1030;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C2.1030;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C2.1031;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C2.1032;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C2.1033;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C2.1033;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C2.1037;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C2.1039;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C2.1043;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;312.C2.1043;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;312.C2.1043;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;312.C2.1044;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C2.1044;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C2.1045;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;312.C2.1045;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;312.C2.1046;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;312.C2.1047;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C1.1048;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;313.C1.1049;%spl_present;%germanic;2%;%prep_intransitive
CMCTPARS-M3;313.C1.1049;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;313.C1.1050;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;313.C1.1051;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;313.C1.1052;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;313.C1.1052;%spl_present;%romance;2%;%intransitive
CMCTPARS-M3;313.C1.1053;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;313.C1.1054;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;313.C1.1055;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;313.C1.1055;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;313.C1.1055;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C1.1056;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C1.1058;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;313.C1.1058;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C1.1060;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;313.C1.1064;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C1.1067;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C1.1068;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;313.C1.1068;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C1.1070;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;313.C2.1072;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1073;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;313.C2.1073;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1074;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;313.C2.1074;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1075;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1075;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;313.C2.1077;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;313.C2.1078;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1079;%spl_present;%germanic;2%;%transitive
CMCTPARS-M3;313.C2.1080;%spl_present;%blended;1%;%transitive
CMCTPARS-M3;313.C2.1081;%spl_present;%germanic;%1half;%intransitive
CMCTPARS-M3;313.C2.1081;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1081;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1081;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1082;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;313.C2.1083;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;313.C2.1083;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1083;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1084;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1085;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1085;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1088;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1089;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;313.C2.1089;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1090;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;313.C2.1090;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1090;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1091;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;313.C2.1091;%spl_present;%germanic;2%;%transitive
CMCTPARS-M3;314.C1.1093;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C1.1093;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;314.C1.1095;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;314.C1.1095;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C1.1095;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;314.C1.1096;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C1.1096;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C1.1098;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C1.1098;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C1.1099;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C1.1100;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C1.1101;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C1.1101;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;314.C1.1104;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C1.1106;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;314.C1.1106;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C1.1107;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C1.1107;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C1.1107;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C1.1108;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C1.1109;%spl_present;%germanic;%1half;%transitive
CMCTPARS-M3;314.C1.1109;%spl_present;%romance;2%;%transitive
CMCTPARS-M3;314.C1.1111;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C1.1112;%spl_present;%romance;3%;%intransitive
CMCTPARS-M3;314.C1.1112;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C1.1113;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C1.1113;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C1.1114;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C1.1115;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C2.1117;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1118;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1120;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;314.C2.1120;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1122;%spl_present;%germanic;%1half;%prep_intransitive
CMCTPARS-M3;314.C2.1122;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C2.1124;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1125;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1126;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;314.C2.1127;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;314.C2.1128;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1129;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1130;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1131;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1132;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;314.C2.1132;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1132;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1132;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;314.C2.1132;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;314.C2.1132;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;315.C1.1134;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;315.C1.1135;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;315.C1.1135;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;315.C1.1135;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;315.C1.1135;%spl_present;%romance;3%;%prep_intransitive
CMCTPARS-M3;315.C1.1136;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;315.C1.1136;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;315.C1.1136;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;315.C1.1136;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;315.C1.1137;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;315.C1.1139;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;315.C1.1139;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;315.C1.1139;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;315.C1.1139;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;315.C1.1141;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;315.C1.1141;%spl_present;%romance;1%;%prep_intransitive
CMCTPARS-M3;315.C1.1141;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;315.C1.1142;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;315.C1.1143;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;315.C1.1143;%spl_present;%romance;1%;%prep_intransitive
CMCTPARS-M3;315.C1.1143;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;315.C1.1144;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;315.C1.1145;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;315.C1.1145;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;315.C1.1145;%spl_present;%germanic;1%;%intransitive
CMCTPARS-M3;315.C1.1146;%spl_present;%germanic;1%;%prep_intransitive
CMCTPARS-M3;315.C1.1147;%spl_present;%germanic;1%;%transitive
CMCTPARS-M3;315.C1.1148;%spl_present;%germanic;1%;%transitive
