/*
PREFACE:  
Copyright 2010 Beth Randall
Date:  Wed May 19 10:58:09 BRT 2021

command file:     verblex4.q
output file:      ../output_files/verblex4.out

Lexicon:  
*/

/*  ~A~  */
libbende 3: [3 VAG] 
libbinde 2: [2 VAG] 
libbynde 1: [1 VAG] 
lifand 1: [1 VAG] 
liffande 1: [1 VAG] 
liftand Liftand 4: [4 VAG] 
lig-ynge 1: [1 VAG] 
liggand 1: [1 VAG] 
ligge 1: [1 VAG] 
liggende 1: [1 VAG] 
ligginge 1: [1 VAG] 
liggyng 3: [3 VAG] 
liggynge 4: [4 VAG] 
lihinde 1: [1 VAG] 
lihtinde 3: [3 VAG] 
lihtinte 1: [1 VAG] 
likand 1: [1 VAG] 
likeand 1: [1 VAG] 
likinde 1: [1 VAG] 
likynde 1: [1 VAG] 
likyng 4: [4 VAG] 
likynge 3: [3 VAG] 
lityng 1: [1 VAG] 
liuand 2: [2 VAG] 
liueand 6: [6 VAG] 
liuendes 1: [1 VAG] 
liui+gende 1: [1 VAG] 
liui+gendes 1: [1 VAG] 
liuiand 2: [2 VAG] 
liuiende 21: [21 VAG] 
liuiendes 2: [2 VAG] 
liuinde 2: [2 VAG] 
liyng 1: [1 VAG] 
lokinde 2: [2 VAG] 
lokkyng 1: [1 VAG] 
lokyng 6: [6 VAG] 
lokynge 1: [1 VAG] 
lokyngge 1: [1 VAG] 
longeyng 1: [1 VAG] 
longing 3: [3 VAG] 
longyng 6: [6 VAG] 
longynge 1: [1 VAG] 
louand 2: [2 VAG] 
louiynde 1: [1 VAG] 
lourinde 1: [1 VAG] 
louyng 7: [7 VAG] 
louynge 2: [2 VAG] 
louyngge 1: [1 VAG] 
lovand 2: [2 VAG] 
lovynge 1: [1 VAG] 
lowand 1: [1 VAG] 
lowtyng 1: [1 VAG] 
lowyng 1: [1 VAG] 
lufand 5: [5 VAG] 
lufande 1: [1 VAG] 
luffande 1: [1 VAG] 
lutinde 1: [1 VAG] 
luuewende 2: [2 VAG] 
luuiende 1: [1 VAG] 
lyand 1: [1 VAG] 
lyeng 5: [5 VAG] 
lyenge 2: [2 VAG] 
lyfande 3: [3 VAG] 
lyffand 1: [1 VAG] 
lyffande 2: [2 VAG] 
lyffynge 1: [1 VAG] 
lyftyng 3: [3 VAG] 
lyggyng 1: [1 VAG] 
lyggynge 3: [3 VAG] 
lying 4: [4 VAG] 
lykand 1: [1 VAG] 
lykande 4: [4 VAG] 
lykynde 2: [2 VAG] 
lykyng 1: [1 VAG] 
lykynge 1: [1 VAG] 
lyuand 1: [1 VAG] 
lyuyng 4: [4 VAG] 
lyuynge 34: [34 VAG] 
lyvand 5: [5 VAG] 
lyvyng 4: [4 VAG] 
lyvynge 23: [23 VAG] 
lyyng 4: [4 VAG] 
lyynge 1: [1 VAG] 
/*  ~M~  */
makand Makand 7: [7 VAG] 
makiinde 1: [1 VAG] 
making 1: [1 VAG] 
makying 1: [1 VAG] 
makyng 16: [16 VAG] 
makynge 9: [9 VAG] 
manassyng 1: [1 VAG] 
marchinge 1: [1 VAG] 
marchynge 1: [1 VAG] 
medlyng 1: [1 VAG] 
meltand 1: [1 VAG] 
melting 1: [1 VAG] 
$menande 1: [1 VAG] 
menende 1: [1 VAG] 
merueilynge 1: [1 VAG] 
meruelyng 1: [1 VAG] 
merueylyng 1: [1 VAG] 
merveylyng 1: [1 VAG] 
metyng 1: [1 VAG] 
metyngge 1: [1 VAG] 
mevyng 1: [1 VAG] 
mevynge 2: [2 VAG] 
meyntenyng 1: [1 VAG] 
milciende 1: [1 VAG] 
ministryng 1: [1 VAG] 
mislikyng 1: [1 VAG] 
modeland 1: [1 VAG] 
monyschyng 1: [1 VAG] 
mornyng 2: [2 VAG] 
mornynge 1: [1 VAG] 
mornyngge 1: [1 VAG] 
mournande 1: [1 VAG] 
mouyng 1: [1 VAG] 
mouynge 1: [1 VAG] 
multipliand 2: [2 VAG] 
musinge 1: [1 VAG] 
mynystryng 1: [1 VAG] 
mynystryngge 1: [1 VAG] 
mysbeleeuynge 1: [1 VAG] 
/*  ~N~  */
nei+ginge 1: [1 VAG] 
niminde 1: [1 VAG] 
noiand 2: [2 VAG] 
norissinde 1: [1 VAG] 
norissynde 1: [1 VAG] 
norshyng 1: [1 VAG] 
norysshynge 1: [1 VAG] 
noting 1: [1 VAG] 
notwythstondyng 1: [1 VAG] 
noyande 1: [1 VAG] 
nyghyng 1: [1 VAG] 
nyghynge 4: [4 VAG] 
/*  ~O~  */
obeschynge 1: [1 VAG] 
obeyng 3: [3 VAG] 
ocupying 1: [1 VAG] 
offerand 1: [1 VAG] 
offerynge 1: [1 VAG] 
offryng 1: [1 VAG] 
on+tolyinde 1: [1 VAG] 
on-+tolyinde 1: [1 VAG] 
on-todelinde 1: [1 VAG] 
onbodinde 1: [1 VAG] 
onconnynde 1: [1 VAG] 
onderuynge 1: [1 VAG] 
onknowyng 1: [1 VAG] 
onsi+gend-ne 1: [1 VAG] 
onspekynde 1: [1 VAG] 
onsweryng 1: [1 VAG] 
onzyginde 1: [1 VAG] 
openand 2: [2 VAG] 
ordande 1: [1 VAG] 
ordeynynge 1: [1 VAG] 
ouer 1: [1 VAG21] 
ouer-passande 1: [1 VAG] 
ouereorninde 1: [1 VAG] 
overthrowynge 1: [1 VAG] 
owtkastyng 1: [1 VAG] 
/*  ~P~  */
partyng 1: [1 VAG] 
passand 8: [8 VAG] 
passande 3: [3 VAG] 
passing 1: [1 VAG] 
passyng 14: [14 VAG] 
passynge 16: [16 VAG] 
passyngge 1: [1 VAG] 
payenge 1: [1 VAG] 
payng 1: [1 VAG] 
peesand 1: [1 VAG] 
perischinge 1: [1 VAG] 
perishyng 1: [1 VAG] 
persuand 1: [1 VAG] 
pertenande 1: [1 VAG] 
peruertyng 1: [1 VAG] 
peryyng 1: [1 VAG] 
pleiing 1: [1 VAG] 
pleinde 1: [1 VAG] 
plesande 1: [1 VAG] 
plesaund 1: [1 VAG] 
plesyng 3: [3 VAG] 
plesynge 3: [3 VAG] 
pleysyng 1: [1 VAG] 
pleysynge 1: [1 VAG] 
porueynde 1: [1 VAG] 
poryngge 1: [1 VAG] 
possessyng 1: [1 VAG] 
praiand 1: [1 VAG] 
praienge 1: [1 VAG] 
prayand 2: [2 VAG] 
prayande 1: [1 VAG] 
prayenge 1: [1 VAG] 
praying 5: [5 VAG] 
prayinge 1: [1 VAG] 
prayng 26: [26 VAG] 
precheand 1: [1 VAG] 
prechyng 6: [6 VAG] 
preferryng 1: [1 VAG] 
preising 1: [1 VAG] 
preisynge 1: [1 VAG] 
preiynge 1: [1 VAG] 
prekiinde 1: [1 VAG] 
presentyng 3: [3 VAG] 
presentynge 1: [1 VAG] 
preseruyng 1: [1 VAG] 
presing 1: [1 VAG] 
pretending 3: [3 VAG] 
pretendyng 1: [1 VAG] 
preuyng 3: [3 VAG] 
preuynge 1: [1 VAG] 
preyeng 1: [1 VAG] 
preying 3: [3 VAG] 
preyingge 1: [1 VAG] 
preyng 23: [23 VAG] 
preysyng 1: [1 VAG] 
preysynge 1: [1 VAG] 
prikiende 1: [1 VAG] 
prikyinde 1: [1 VAG] 
procurynge 2: [2 VAG] 
promising 1: [1 VAG] 
promittyng 1: [1 VAG] 
prophecying 1: [1 VAG] 
provyng 1: [1 VAG] 
pryckyng 1: [1 VAG] 
pullyng 1: [1 VAG] 
purchacynge 1: [1 VAG] 
purgynge 1: [1 VAG] 
purposing 9: [9 VAG] 
purposyng 11: [11 VAG] 
purposynge 2: [2 VAG] 
pursuand 5: [5 VAG] 
pursuyng 2: [2 VAG] 
purueyng 1: [1 VAG] 
puryfiyng 1: [1 VAG] 
puttande 1: [1 VAG] 
puttyng 3: [3 VAG] 
puttyngge 1: [1 VAG] 
pynand 1: [1 VAG] 
pyping 1: [1 VAG] 
/*  ~Q~  */
quakynge 1: [1 VAG] 
quakyngge 1: [1 VAG] 
que+dende 19: [19 VAG] 
que+dinde 41: [41 VAG] 
que+tende 3: [3 VAG] 
que+tinde 2: [2 VAG] 
quedinde 1: [1 VAG] 
qwakyng 2: [2 VAG] 
/*  ~R~  */
rampyng 1: [1 VAG] 
rarinde 1: [1 VAG] 
rasyng 1: [1 VAG] 
rauissand 2: [2 VAG] 
rauysching 1: [1 VAG] 
ravysand 1: [1 VAG] 
rebukynge 1: [1 VAG] 
receyvynge 2: [2 VAG] 
rechyng 1: [1 VAG] 
recommendynge 1: [1 VAG] 
redande 1: [1 VAG] 
redinge 1: [1 VAG] 
redyng 1: [1 VAG] 
redynge 2: [2 VAG] 
reformyng 1: [1 VAG] 
refreynyng 1: [1 VAG] 
regnynde 1: [1 VAG] 
regnyng 4: [4 VAG] 
regnynge 1: [1 VAG] 
rehersing 1: [1 VAG] 
rehersyng 4: [4 VAG] 
rehersyngge 1: [1 VAG] 
rekenynge 2: [2 VAG] 
reknyng 1: [1 VAG] 
remembrynge 1: [1 VAG] 
rengninge 1: [1 VAG] 
rennand 1: [1 VAG] 
rennynde 1: [1 VAG] 
rennyng 7: [7 VAG] 
rennynge 4: [4 VAG] 
rennyngge 2: [2 VAG] 
rentynge 1: [1 VAG] 
repentynge 1: [1 VAG] 
replying 1: [1 VAG] 
representyng 1: [1 VAG] 
representynge 1: [1 VAG] 
repreuyng 1: [1 VAG] 
reproceand 1: [1 VAG] 
reprouaund 1: [1 VAG] 
repruceand 1: [1 VAG] 
repruceing 1: [1 VAG] 
requirynge 1: [1 VAG] 
resceyuynge 1: [1 VAG] 
resortyng 1: [1 VAG] 
ressayvyng 1: [1 VAG] 
restand 2: [2 VAG] 
restynge 1: [1 VAG] 
resynge 1: [1 VAG] 
returnyng 1: [1 VAG] 
revande 1: [1 VAG] 
rewardyng 1: [1 VAG] 
rewsende 1: [1 VAG] 
rewsiende 1: [1 VAG] 
ridend 1: [1 VAG] 
ridinde 1: [1 VAG] 
ridyng 1: [1 VAG] 
risand 1: [1 VAG] 
risindde 1: [1 VAG] 
rising 1: [1 VAG] 
risyng 1: [1 VAG] 
riwsinde 1: [1 VAG] 
rix-ende 1: [1 VAG] 
rixende 2: [2 VAG] 
rixinde 1: [1 VAG] 
rixlende 1: [1 VAG] 
robbyng 1: [1 VAG] 
$roryng roryng 2: [2 VAG] 
rorynge 4: [4 VAG] 
rumiand 1: [1 VAG] 
rusand 1: [1 VAG] 
russhynge 1: [1 VAG] 
ruysand 1: [1 VAG] 
ryddyng 1: [1 VAG] 
rydyng 17: [17 VAG] 
rydynge 12: [12 VAG] 
rynnand 1: [1 VAG] 
rynnande 1: [1 VAG] 
rysande 1: [1 VAG] 
/*  ~S~  */
safarinde 1: [1 N+VAG] 
saiand Saiand 5: [5 VAG] 
saluynge 1: [1 VAG] 
sauaand 1: [1 VAG] 
sauyng 1: [1 VAG] 
sauynge 2: [2 VAG] 
sayand 2: [2 VAG] 
sayande 2: [2 VAG] 
sayeng 4: [4 VAG] 
sayenge 1: [1 VAG] 
saying 3: [3 VAG] 
sayinge 1: [1 VAG] 
saylyng 2: [2 VAG] 
sayng 5: [5 VAG] 
saynge 3: [3 VAG] 
sayyng 4: [4 VAG] 
sayynge 4: [4 VAG] 
scaldinde 1: [1 VAG] 
scaldynge 1: [1 VAG] 
schakinde 1: [1 VAG] 
schakyng 1: [1 VAG] 
schaldinde 1: [1 VAG] 
schand 1: [1 VAG] 
schauynge 1: [1 VAG] 
schedyng 1: [1 VAG] 
schetyng 1: [1 VAG] 
scheunchinde 1: [1 VAG] 
schewand 1: [1 VAG] 
schewande 1: [1 VAG] 
schewyng 19: [19 VAG] 
schewynge 2: [2 VAG] 
schilinde 1: [1 VAG] 
schiminde 1: [1 VAG] 
schimminde $schimminde 2: [2 VAG] 
schinide 1: [1 VAG] 
schininde 2: [2 VAG] 
schining 1: [1 VAG] 
schinyng 1: [1 VAG] 
schonyng 1: [1 VAG] 
schouyng 2: [2 VAG] 
schowyng 2: [2 VAG] 
schuderinde 1: [1 VAG] 
schynnyng 1: [1 VAG] 
schynyng 2: [2 VAG] 
schynynge 6: [6 VAG] 
schyttyng 1: [1 VAG] 
scinende 1: [1 VAG] 
sclepinde 1: [1 VAG] 
se+tinge 1: [1 VAG] 
seand 2: [2 VAG] 
seande 2: [2 VAG] 
sechand 8: [8 VAG] 
sechaund 1: [1 VAG] 
secheand 1: [1 VAG] 
sechende 3: [3 VAG] 
sechinde 3: [3 VAG] 
sechinge 1: [1 VAG] 
seeinge 1: [1 VAG] 
seggende 2: [2 VAG] 
segginde 1: [1 VAG] 
sehende 1: [1 VAG] 
seien 1: [1 VAG] 
seiende 1: [1 VAG] 
seieng 2: [2 VAG] 
seiing 3: [3 VAG] 
seing 3: [3 VAG] 
seingge 1: [1 VAG] 
seiynge 1: [1 VAG] 
sekand 1: [1 VAG] 
sekande 1: [1 VAG] 
sekyng 6: [6 VAG] 
sekynge 3: [3 VAG] 
semand 1: [1 VAG] 
semande 1: [1 VAG] 
semynge 1: [1 VAG] 
sendand 2: [2 VAG] 
sendyng 2: [2 VAG] 
sengeand 1: [1 VAG] 
servynge 2: [2 VAG] 
settand 2: [2 VAG] 
settyng 1: [1 VAG] 
sewende 1: [1 VAG] 
sewyng 6: [6 VAG] 
sewynge 3: [3 VAG] 
seyeng 1: [1 VAG] 
seyenge 9: [9 VAG] 
seying 41: [41 VAG] 
seyinge 5: [5 VAG] 
seyingge 1: [1 VAG] 
seyllynge 1: [1 VAG] 
seylyng 2: [2 VAG] 
seyng 27: [27 VAG] 
seynge 9: [9 VAG] 
seyyng 2: [2 VAG] 
seyynge 1: [1 VAG] 
sheding 1: [1 VAG] 
shewand 1: [1 VAG] 
shewyng 2: [2 VAG] 
shewynge 4: [4 VAG] 
shryuand 1: [1 VAG] 
shynyng 2: [2 VAG] 
si+g+gyngge 2: [2 VAG] 
sighynge 1: [1 VAG] 
sihinde 2: [2 VAG] 
sillynge 1: [1 VAG] 
sinbetende 1: [1 VAG] 
sinbetinde 1: [1 VAG] 
singende 1: [1 VAG] 
singinde 5: [5 VAG] 
sitande 2: [2 VAG] 
sittand Sittand 4: [4 VAG] 
sittende 3: [3 VAG] 
sittinde 3: [3 VAG] 
sitting 4: [4 VAG] 
sittinge 1: [1 VAG] 
sittyng 7: [7 VAG] 
sittynge 4: [4 VAG] 
sittyngge 2: [2 VAG] 
slapande 1: [1 VAG] 
slapinde 1: [1 VAG] 
sle+drende 1: [1 VAG] 
sleand 1: [1 VAG] 
slepand 4: [4 VAG] 
slepande 2: [2 VAG] 
slepende 2: [2 VAG] 
slepinde 2: [2 VAG] 
sleping 1: [1 VAG] 
slepyng 5: [5 VAG] 
slepynge Slepynge 13: [13 VAG] 
slydyng 1: [1 VAG] 
smakinde 1: [1 VAG] 
smellinde 1: [1 VAG] 
smellyng 2: [2 VAG] 
smellynge 3: [3 VAG] 
smirkinde 2: [2 VAG] 
smitende 1: [1 VAG] 
smityng 1: [1 VAG] 
smor+drinde 2: [2 VAG] 
smylinge 1: [1 VAG] 
smyllyngge 1: [1 VAG] 
smylyng 1: [1 VAG] 
smytand 1: [1 VAG] 
smytyng 1: [1 VAG] 
smytyngge 1: [1 VAG] 
snakerinde 1: [1 VAG] 
snobbynge 1: [1 VAG] 
sobbiende 1: [1 VAG] 
sobbyng 1: [1 VAG] 
sobbyngge 1: [1 VAG] 
sorowand 4: [4 VAG] 
sorwand 1: [1 VAG] 
sorweand 1: [1 VAG] 
sorwyng 2: [2 VAG] 
sounand 1: [1 VAG] 
sounnynge 1: [1 VAG] 
sowkyng 1: [1 VAG] 
sowndyng 1: [1 VAG] 
sownnande 1: [1 VAG] 
sparyng 3: [3 VAG] 
specende 1: [1 VAG] 
specinde 1: [1 VAG] 
spekand 5: [5 VAG] 
spekende 1: [1 VAG] 
spekinde 3: [3 VAG] 
spekinge 1: [1 VAG] 
spekyng 7: [7 VAG] 
spekynge 5: [5 VAG] 
sperclinde 1: [1 VAG] 
speryng 1: [1 VAG] 
$sprecende 1: [1 VAG] 
spredand 1: [1 VAG] 
spredyng 3: [3 VAG] 
springing 2: [2 VAG] 
springynge 2: [2 VAG] 
sprinynge 1: [1 VAG] 
spryngand 1: [1 VAG] 
spryngynge 1: [1 VAG] 
spryngynges 1: [1 VAG] 
spynnande 1: [1 VAG] 
spyttyng 4: [4 VAG] 
ssynynde 1: [1 VAG] 
stablissand 1: [1 VAG] 
standand 4: [4 VAG] 
standande 1: [1 VAG] 
standyng 3: [3 VAG] 
staryng 1: [1 VAG] 
stertynge 1: [1 VAG] 
steruinde 1: [1 VAG] 
steryng 1: [1 VAG] 
sterynge 1: [1 VAG] 
$sti+ginde sti+ginde 2: [2 VAG] 
stikinde 1: [1 VAG] 
stinkende 2: [2 VAG] 
stinkinde 19: [19 VAG] 
stinking 1: [1 VAG] 
stinkyng 1: [1 VAG] 
stinnckennde 1: [1 VAG] 
stinnkennde 1: [1 VAG] 
stiynge 2: [2 VAG] 
stodying 1: [1 VAG] 
stondand 1: [1 VAG] 
stondinde 8: [8 VAG] 
stonding 1: [1 VAG] 
stondinge 5: [5 VAG] 
stondyng 16: [16 VAG] 
stondynge 13: [13 VAG] 
stoondyng 1: [1 VAG] 
stoppand 1: [1 VAG] 
stormyng 1: [1 VAG] 
strawyng 1: [1 VAG] 
strenende 1: [1 VAG] 
strengthyng 1: [1 VAG] 
stridende 1: [1 VAG] 
strikinde 1: [1 VAG] 
stru+ginde 1: [1 VAG] 
studiyng 1: [1 VAG] 
stumbland 1: [1 VAG] 
sturinde 1: [1 VAG] 
sturunge 1: [1 VAG] 
stykynge 1: [1 VAG] 
styngynge 1: [1 VAG] 
styngyngge 1: [1 VAG] 
stynkand 3: [3 VAG] 
stynkande 3: [3 VAG] 
stynkinde 2: [2 VAG] 
stynkynde $stynkynde 13: [13 VAG] 
stynkyng 10: [10 VAG] 
stynkynge 8: [8 VAG] 
styrynge 1: [1 VAG] 
sueriingge 1: [1 VAG] 
sufferand 1: [1 VAG] 
sufferande 1: [1 VAG] 
sufferyng 4: [4 VAG] 
sufferynge 1: [1 VAG] 
suffrand 6: [6 VAG] 
suffryng 1: [1 VAG] 
suffrynge 2: [2 VAG] 
suffryngge 1: [1 VAG] 
sukand 1: [1 VAG] 
sukinde 1: [1 VAG] 
supplauntynge 1: [1 VAG] 
supportyng 1: [1 VAG] 
supposing 4: [4 VAG] 
supposyng 10: [10 VAG] 
susteynyng 1: [1 VAG] 
susteynyngge 1: [1 VAG] 
$suwynge 1: [1 VAG] 
suyng 2: [2 VAG] 
suynge 6: [6 VAG] 
sweryng 4: [4 VAG] 
swerynge 1: [1 VAG] 
swinkende 1: [1 VAG] 
swinkinde 1: [1 VAG] 
swochninde 1: [1 VAG] 
swymmyng 1: [1 VAG] 
sy+g+gyngge 1: [1 VAG] 
sygnefyenge 1: [1 VAG] 
syhyng 1: [1 VAG] 
sykyng 1: [1 VAG] 
sykyngge 1: [1 VAG] 
syngand 4: [4 VAG] 
syngyng 5: [5 VAG] 
syngynge 5: [5 VAG] 
syngyngge 2: [2 VAG] 
syttand 1: [1 VAG] 
syttyng $syttyng 18: [18 VAG] 
syttynge 5: [5 VAG] 
syttyngge 2: [2 VAG] 
/*  ~T~  */
+tankand 2: [2 VAG] 
+tankyng 1: [1 VAG] 
+tankynge 1: [1 VAG] 
+teinkinde 2: [2 VAG] 
+ten-chinde 1: [1 VAG] 
+tenchand 12: [12 VAG] 
+tenche+d 1: [1 VAG22] 
+tenchend 1: [1 VAG] 
+tenchinde 1: [1 VAG] 
+tenkinde 1: [1 VAG] 
+tenkynde 1: [1 VAG] 
+tenkyng 2: [2 VAG] 
+tenkyngge 1: [1 VAG] 
+teotinde 1: [1 VAG] 
+tinking 1: [1 VAG] 
+tonkyng 3: [3 VAG] 
+trestand 1: [1 VAG] 
+tretyng 1: [1 VAG] 
+turchwuninde 1: [1 ADV+VAG] 
+turh-wuniende 3: [3 VAG] 
+tynkand 1: [1 VAG] 
taberyng 1: [1 VAG] 
takand 2: [2 VAG] 
takande 1: [1 VAG] 
taking 1: [1 VAG] 
takyn 1: [1 VAG] 
takyng Takyng 12: [12 VAG] 
takynge 4: [4 VAG] 
talkyng 1: [1 VAG] 
tariing 1: [1 VAG] 
tariynge 1: [1 VAG] 
techand 1: [1 VAG] 
teching 1: [1 VAG] 
techyng 11: [11 VAG] 
techynge 4: [4 VAG] 
techyngge 1: [1 VAG] 
tei+dinde 1: [1 VAG] 
tei+tinde 1: [1 VAG] 
telland 1: [1 VAG] 
telling 1: [1 VAG] 
tellyng 5: [5 VAG] 
tellynge 1: [1 VAG] 
temptynge 2: [2 VAG] 
tendynge 1: [1 VAG] 
thankyng 9: [9 VAG] 
thinkinge 1: [1 VAG] 
thonkyng 1: [1 VAG] 
thonkynge 1: [1 VAG] 
thretyng 2: [2 VAG] 
thynkand 6: [6 VAG] 
thynkande 1: [1 VAG] 
thynkyng 6: [6 VAG] 
thynkynge 2: [2 VAG] 
to 12: [10 VAG21] [2 VAG] 
to-comyngge 1: [1 VAG] 
tochyng 2: [2 VAG] 
tollinde 2: [2 VAG] 
toterinde 1: [1 VAG] 
totinde 2: [2 VAG] 
touching 3: [3 VAG] 
touchinge 1: [1 VAG] 
touchyng 1: [1 VAG] 
touchynge 4: [4 VAG] 
touchyngge 1: [1 VAG] 
toumblynge 1: [1 VAG] 
towchyng 2: [2 VAG] 
trailynge 1: [1 VAG] 
translating 1: [1 VAG] 
trasyng 1: [1 VAG] 
trauelyng 2: [2 VAG] 
traueylynge 1: [1 VAG] 
traveillynge 1: [1 VAG] 
tremblyng 1: [1 VAG] 
tremelyng 1: [1 VAG] 
tremlyngge 1: [1 VAG] 
treodinde 1: [1 VAG22] 
trespassand 2: [2 VAG] 
trosting 1: [1 VAG] 
trostyng 6: [6 VAG] 
trowand 2: [2 VAG] 
trowande 2: [2 VAG] 
trowynge 1: [1 VAG] 
trubland 5: [5 VAG] 
trustyng 10: [10 VAG] 
trybuland 1: [1 VAG] 
turnand 4: [4 VAG] 
turneing 1: [1 VAG] 
turnyng 13: [13 VAG] 
turnynge 1: [1 VAG] 
tutelinde 1: [1 VAG] 
twiselende 1: [1 VAG] 
/*  ~U~  */
ulyinde 2: [2 VAG] 
unberinde 2: [2 VAG] 
understondinde 1: [1 VAG] 
uneilinde 2: [2 VAG] 
unknowynge 1: [1 VAG] 
uoluellinde 1: [1 VAG] 
uoryetinde 1: [1 VAG] 
usynge 4: [4 VAG] 
/*  ~V~  */
varyenge 1: [1 VAG] 
vironynde 1: [1 VAG] 
vnder-stondand 1: [1 VAG] 
$vnderstandand 1: [1 VAG] 
vnderstondeand 1: [1 VAG] 
vndirstondinge 1: [1 VAG] 
vndirstondyng 4: [4 VAG] 
vndurfonggyngge 1: [1 VAG] 
vnkunnynge 1: [1 VAG] 
vnwetyng 3: [3 VAG] 
vnwytinge 1: [1 VAG] 
vnwyttyng 1: [1 VAG] 
vnwytyng 1: [1 VAG] 
vnwytyngge 1: [1 VAG] 
vp-berynde 1: [1 VAG] 
vp-stei+geing 1: [1 VAG] 
vparisand 1: [1 VAG] 
vsyng 3: [3 VAG] 
vsynge 1: [1 VAG] 
/*  ~W~  */
w+andinde 1: [1 VAG] 
wagiende 2: [2 VAG] 
wailyng 1: [1 VAG] 
waimentand 1: [1 VAG] 
waissynge 1: [1 VAG] 
wakand 4: [4 VAG] 
wakande 3: [3 VAG] 
wakiende 3: [3 VAG] 
wakinde 1: [1 VAG] 
waking 1: [1 VAG] 
wakynde 1: [1 VAG] 
wakyng 5: [5 VAG] 
wakynge 2: [2 VAG] 
walkende 1: [1 VAG] 
walkinde 1: [1 VAG] 
walkinge 1: [1 VAG] 
walkyng 4: [4 VAG] 
walkynge 3: [3 VAG] 
wallende 3: [3 VAG] 
wallinde 5: [5 VAG] 
wanand 1: [1 VAG] 
wanande 1: [1 VAG] 
wandryngge 1: [1 VAG] 
wantynge 1: [1 VAG] 
warnyng 2: [2 VAG] 
waschynge 1: [1 VAG] 
wastande 3: [3 VAG] 
wastinde 1: [1 VAG] 
wastyng 1: [1 VAG] 
watyng 1: [1 VAG] 
wawyng 1: [1 VAG] 
waxand 3: [3 VAG] 
waxande 1: [1 VAG] 
waylyng 1: [1 VAG] 
waytyng 1: [1 VAG] 
waytynge 1: [1 VAG] 
wayuerindemen 1: [1 VAG+NS] 
wecchinde 1: [1 VAG] 
wedinde 1: [1 VAG] 
weepyng 1: [1 VAG] 
welcommynge 1: [1 VAG] 
welcomyng 1: [1 VAG] 
weldinde 1: [1 VAG] 
wele-likand 1: [1 ADV+VAG] 
wele-quemand 1: [1 VAG] 
welelikand 1: [1 ADV+VAG] 
weleplesand 1: [1 VAG] 
welfaryng 1: [1 ADV+VAG] 
wellinde 1: [1 VAG] 
wenande 1: [1 VAG] 
wendand 1: [1 VAG] 
wendyng 2: [2 VAG] 
wenyng Wenyng 8: [8 VAG] 
wenynge $wenynge 4: [4 VAG] 
wenyngge 1: [1 VAG] 
wepende 2: [2 VAG] 
wepinde 4: [4 VAG] 
weping 1: [1 VAG] 
wepyng 24: [24 VAG] 
wepynge 7: [7 VAG] 
wepyngge 2: [2 VAG] 
wer+ginde 1: [1 VAG] 
werchende 1: [1 VAG] 
werchinde 2: [2 VAG] 
werkyng 2: [2 VAG] 
werpinde 1: [1 VAG] 
weruende 1: [1 VAG] 
wetyng 3: [3 VAG] 
wetyngge 1: [1 VAG] 
wexand 2: [2 VAG] 
wexande 1: [1 VAG] 
wexynge 1: [1 VAG] 
weyng 1: [1 VAG] 
whakyng 1: [1 VAG] 
whilende 1: [1 VAG] 
whyrlyng 1: [1 VAG] 
whyrlyng-wynde 1: [1 VAG+N] 
wi+tdrawyng 1: [1 VAG] 
willand 1: [1 VAG] 
willyng 1: [1 VAG] 
willynge 1: [1 VAG] 
willyngge 1: [1 VAG] 
wilnyng 1: [1 VAG] 
wilynde 1: [1 VAG] 
wirchand 5: [5 VAG] 
wirchaund 1: [1 VAG] 
wircheand 1: [1 VAG] 
wirkand 2: [2 VAG] 
wirkyng 1: [1 VAG] 
wirkynge 1: [1 VAG] 
witan 1: [1 VAG] 
witende 1: [1 VAG] 
with 1: [1 VAG21] 
witholdynge 1: [1 VAG] 
witinde 1: [1 VAG] 
witnessynge 1: [1 VAG] 
wittande 1: [1 VAG] 
wittende 1: [1 VAG] 
wittyng 1: [1 VAG] 
witynge 1: [1 VAG] 
wonand 3: [3 VAG] 
wonderyng 1: [1 VAG] 
wondrinde 3: [3 VAG] 
woniand 4: [4 VAG] 
woninde 1: [1 VAG] 
wonyng 1: [1 VAG] 
worching 7: [7 VAG] 
worchyng 2: [2 VAG] 
worshipyng 1: [1 VAG] 
wowndyng 1: [1 VAG] 
wrangdoande 1: [1 N+DAG] 
wrastlyng 1: [1 VAG] 
wrekand 1: [1 VAG] 
wrestyng 1: [1 VAG] 
wringinde 1: [1 VAG] 
wryngyng 1: [1 VAG] 
wrytand 1: [1 VAG] 
wrytynge 1: [1 VAG] 
$wunende wunende 3: [3 VAG] 
wuni+gende 6: [6 VAG] 
wuniende 18: [18 VAG] 
wuniinde 1: [1 VAG] 
wurchende 1: [1 VAG] 
wurchinde 1: [1 VAG] 
wurschepynge 1: [1 VAG] 
wurschepyngge 1: [1 VAG] 
wurschippyngge 1: [1 VAG] 
wurshipynge 1: [1 VAG] 
wyllynge 1: [1 VAG] 
wyllyngge 1: [1 VAG] 
wylnyng 1: [1 VAG] 
wynynde 1: [1 VAG] 
wysschinge 1: [1 VAG] 
wythdrawyng 1: [1 VAG] 
wytnessyng 2: [2 VAG] 
wytnessynge 1: [1 VAG] 
wytyng 2: [2 VAG] 
wytynge 1: [1 VAG] 
/*  ~X~  */
/*  ~Y~  */
yeldynge 1: [1 VAG] 
yeuyng 1: [1 VAG] 
